month	order_no	product_no	quantity	location
12	1374560042	2816221919	1	47-14-3
12	1374560042	592405600	1	21-24-2
12	3370602128	1695844110	1	54-29-1
12	3370602128	3621955693	1	54-7-2
12	794780567	2390981096	1	18-49-5
12	794780567	1585686678	1	16-37-5
12	794780567	519808017	1	18-59-5
12	794780567	2330981729	1	16-26-3
12	1482183425	4227219850	1	47-14-4
12	2256734797	674316714	1	17-47-1
12	4051974875	2667570071	1	14-6-5
12	4051974875	4227219850	1	47-14-4
12	1754098529	2472795680	1	13-44-7
12	1754098529	1156150122	1	11-43-3
12	1754098529	2750525908	1	13-48-3
12	417832942	149438066	4	11-16-3
12	4142530242	1205955086	1	11-58-7
12	4142530242	2548624004	1	14-14-6
12	2179911252	3509248811	1	11-33-5
12	2179911252	2097993931	1	46-11-1
12	2179911252	3987981658	1	55-22-1
12	2179911252	4201872425	1	53-9-2
12	1876995960	170900822	2	13-25-3
12	1876995960	2324048497	1	12-4-3
12	4284461801	1695844110	1	54-29-1
12	1905678880	3767402177	5	20-16-3
12	1905678880	3098545799	2	17-50-8
12	1905678880	1594368896	2	17-49-2
12	1905678880	1532081907	5	15-21-5
12	1905678880	3464990132	3	13-38-5
12	1996201529	1178635197	2	17-20-6
12	1996201529	791760499	1	16-22-6
12	1996201529	1367356110	1	17-5-6
12	2566258453	2871359601	3	10-58-1
12	2566258453	2597687819	2	48-3-2
12	3902737306	3219886192	1	46-9-5
12	3902737306	3098296012	1	14-34-2
12	2437133118	1373527571	1	21-19-3
12	2437133118	384560840	1	16-51-8
12	2437133118	2532636511	1	58-24-2
12	2437133118	3790849993	1	23-61-7
12	2437133118	2029688435	1	19-4-3
12	2437133118	268281573	1	54-24-1
12	2437133118	2802064677	1	14-37-6
12	2437133118	2965677142	1	16-47-8
12	2437133118	1590347130	1	14-37-3
12	2437133118	3232649433	1	16-50-2
12	2437133118	3081330767	1	16-47-6
12	2437133118	3503393892	20	14-62-2
12	2437133118	1191400940	1	59-33-2
12	2437133118	3321576961	1	14-43-8
12	2437133118	2679172651	2	46-3-1
12	3283245145	254122271	1	15-57-5
12	3283245145	2677703822	1	14-48-4
12	3283245145	3902649368	1	15-47-5
12	3283245145	2287615485	1	15-53-2
12	3031787727	4185190498	5	12-18-4
12	3031787727	2742513214	1	48-15-5
12	718404972	619424920	2	56-32-3
12	3017321686	2794662581	1	58-1-2
12	1522207203	2934967704	1	20-28-2
12	3446263915	3537232486	1	45-4-4
12	3668535576	3842159953	1	16-59-5
12	3668535576	3754983491	1	16-13-7
12	3668535576	1456993999	1	16-21-4
12	3668535576	3198969529	1	18-53-1
12	3668535576	2491602739	1	16-49-4
12	3668535576	1694122823	1	16-45-7
12	3668535576	906733600	1	16-46-2
12	2913884558	800093912	1	15-63-3
12	883361844	1428986222	1	19-29-5
12	1134573730	2742513214	1	48-15-5
12	1134573730	1286698949	1	14-62-3
12	2864946583	3357833580	1	48-13-3
12	868928557	1272006269	1	16-4-3
12	1154350267	1036764263	1	15-40-8
12	1154350267	478509790	1	16-58-3
12	1154350267	4026199596	1	16-52-4
12	1154350267	3325503700	2	15-42-6
12	1154350267	1546607427	1	45-2-3
12	1154350267	1901672234	1	15-31-2
12	1154350267	4177337338	2	15-45-2
12	3564298538	2054852012	2	59-35-3
12	3564298538	1650726578	2	56-20-2
12	3564298538	3459703187	1	17-55-4
12	2515075039	98058129	6	14-52-2
12	2515075039	457798372	3	13-1-6
12	2515075039	2794662581	1	58-1-2
12	2515075039	2023849313	1	13-24-6
12	2515075039	3785895131	1	13-31-1
12	2515075039	2528058445	1	14-42-4
12	2515075039	2422529702	2	12-17-6
12	2515075039	3840029020	1	12-11-4
12	2515075039	226595945	2	12-17-2
12	2515075039	2491991507	2	14-4-5
12	2515075039	3817862469	1	13-1-5
12	2515075039	993692249	2	11-24-3
12	3807366985	2245877339	1	21-3-2
12	2078711539	772709896	1	20-28-3
12	2078711539	2053237283	1	45-4-2
12	2078711539	2698758727	1	12-12-1
12	2078711539	3561013405	1	21-29-1
12	2078711539	3286111539	5	17-35-3
12	2078711539	1693801125	1	22-16-2
12	2078711539	305466118	1	1-32-3
12	2078711539	4222686750	1	16-5-4
12	2078711539	3410107949	1	47-2-2
12	2078711539	3098296012	1	14-34-2
12	2458205126	2573534777	2	15-5-4
12	2458205126	1722231316	1	15-15-4
12	2458205126	636740583	1	15-57-3
12	2458205126	981515488	1	15-51-5
12	2458205126	1300728950	1	20-17-1
12	216116837	4101960089	1	13-58-1
12	216116837	1836556323	1	11-51-3
12	216116837	71463277	1	14-49-7
12	216116837	166313141	1	1-50-7
12	216116837	2172814142	4	21-29-2
12	216116837	4058544049	2	17-43-3
12	216116837	1633118752	2	17-39-5
12	216116837	4187410304	1	14-18-3
12	193751676	1980389246	1	15-38-4
12	193751676	3449297196	1	46-8-1
12	193751676	1065354066	2	16-56-1
12	193751676	4017496870	2	21-23-1
12	193751676	2389920825	2	1-32-3
12	2603841517	1610366665	1	11-47-4
12	3850505040	1618816277	1	19-14-3
12	3850505040	393878915	2	1-40-4
12	3962849147	1279113935	1	1-52-2
12	1660792754	4254353168	1	19-9-3
12	1660792754	2295712223	1	19-21-4
12	368746276	785965494	1	14-14-4
12	2342390407	824865003	1	17-45-1
12	2342390407	4292102062	2	17-38-3
12	2342390407	3414950780	1	17-52-4
12	4237900305	178937410	1	59-29-2
12	4237900305	1598524087	10	15-24-6
12	4237900305	1365633645	1	58-24-1
12	4237900305	181035043	1	14-10-5
12	4237900305	2077117396	1	22-29-1
12	1703963563	828419380	2	23-63-5
12	4113528378	4020142825	10	17-59-2
12	4113528378	3471817607	10	12-18-2
12	4113528378	1908448159	10	12-32-3
12	311909181	1302409448	1	15-2-9
12	2816384349	275333583	1	16-50-1
12	2816384349	1317011517	1	16-57-4
12	2816384349	1765894383	1	20-4-2
12	2816384349	2572240485	1	19-35-6
12	2816384349	779230447	1	19-28-3
12	1238432881	2809974118	4	13-18-5
12	1054330087	2015537545	1	15-51-1
12	1054330087	254122271	1	15-57-5
12	1054330087	2677703822	1	14-48-4
12	1054330087	140654499	1	59-49-1
12	1054330087	1755692614	1	59-51-2
12	3618925010	1534956608	2	11-30-9
12	2696108356	79363179	1	19-28-1
12	2696108356	1858952397	1	15-46-6
12	2696108356	623135026	1	14-61-1
12	1321023592	3026449461	1	22-11-3
12	1321023592	2483888913	1	10-50-4
12	1321023592	3319072256	1	12-55-6
12	1321023592	140833656	1	1-38-4
12	1321023592	3710378680	1	48-11-5
12	2835682671	674228126	1	21-7-2
12	2835682671	1578656941	1	15-60-4
12	2835682671	2276275745	1	16-52-3
12	3200625692	1945486591	1	15-57-3
12	3200625692	1280675068	1	15-46-4
12	968493310	4024048292	1	59-29-2
12	667745702	2161531998	2	16-52-1
12	667745702	275333583	2	16-50-1
12	667745702	128579772	1	16-48-1
12	667745702	3920075152	1	16-59-8
12	667745702	1641947365	1	15-52-3
12	3384974474	4025198347	1	11-34-4
12	3384974474	3992830778	32	15-55-5
12	3384974474	1552992165	1	11-34-6
12	3384974474	4185160879	1	19-12-2
12	3384974474	1130759260	1	11-61-3
12	3114821637	2700369169	1	13-48-4
12	3114821637	1398474938	1	11-54-3
12	3467597971	3219886192	1	46-9-5
12	1470499113	1300728950	1	20-17-1
12	1470499113	1738286086	1	47-7-3
12	2954765358	4261153567	1	20-20-3
12	547436991	828419380	1	23-63-5
12	4048015915	1670946492	1	14-4-2
12	1314553925	254122271	1	15-57-5
12	3612594687	1719892681	2	22-20-3
12	2689917289	1279113935	1	1-52-2
12	1043363018	4275855980	1	16-60-3
12	1228358748	1301965142	1	11-11-1
12	1228358748	1101962060	1	13-33-6
12	931543265	2677703822	1	14-48-4
12	931543265	2287615485	1	15-53-2
12	1082198135	2402810340	1	19-28-3
12	1463922948	1716804817	1	21-10-3
12	1463922948	290679879	1	22-29-2
12	541491602	1735689673	10	16-13-5
12	3460882622	109411154	2	15-1-2
12	3460882622	310594265	2	22-28-2
12	3460882622	1621073466	2	19-55-3
12	3460882622	4181684685	2	15-4-6
12	3109015592	1643036368	6	12-6-1
12	2517923647	1443376756	2	16-50-5
12	2517923647	1299779346	1	47-16-1
12	2517923647	3370950886	1	46-2-5
12	657147275	3899874753	1	16-47-5
12	1345090845	34080736	1	54-5-3
12	3189904433	2581621814	1	16-43-4
12	3189904433	2121613336	1	14-46-1
12	3189904433	1849656671	1	14-35-4
12	3189904433	294343613	1	58-11-1
12	3189904433	2892275419	1	22-9-3
12	1503279414	2827116991	9	13-13-3
12	1503279414	2158512326	9	1-30-2
12	449138034	1773533547	1	15-27-5
12	2211192008	535172765	1	17-37-3
12	2211192008	3589994020	3	22-30-2
12	4106955870	4261153567	1	20-20-3
12	4106955870	2053184722	1	13-20-6
12	4106955870	2097993931	1	46-11-1
12	4106955870	3987981658	1	55-22-1
12	4106955870	1747925850	1	13-33-2
12	4106955870	4185160879	1	19-12-2
12	1841462756	592405600	1	21-24-2
12	1789901309	772709896	2	20-28-3
12	1789901309	1605879130	3	54-22-1
12	1789901309	3869115344	1	14-49-2
12	1789901309	2162199165	3	22-10-1
12	1789901309	1279983523	4	15-15-3
12	1789901309	4132155129	1	12-28-2
12	497584491	2167573239	1	11-19-2
12	4087801927	1773533547	1	15-27-5
12	4087801927	1526002453	1	18-43-1
12	4087801927	1723065596	1	53-25-1
12	4087801927	4290426182	1	58-34-1
12	4195394668	295705218	1	19-26-2
12	2225199313	3825238643	1	12-28-1
12	2225199313	224601926	1	13-17-3
12	2367132922	4255229979	1	47-4-7
12	2367132922	129800451	1	15-57-1
12	2367132922	432696411	1	15-48-6
12	2367132922	1735974719	1	21-19-2
12	2367132922	2384165386	1	15-64-6
12	2367132922	2940661018	1	45-6-5
12	2367132922	1481882999	1	14-41-4
12	2367132922	794070497	1	14-45-4
12	2367132922	703285618	1	14-63-3
12	64912435	4002163079	1	12-7-7
12	64912435	133139634	1	13-12-3
12	64912435	2290949093	2	14-27-3
12	64912435	3484094042	1	23-45-6
12	1960397989	519808017	1	18-59-5
12	1960397989	4210041868	1	16-32-4
12	1960397989	4085048562	1	16-47-2
12	1960397989	3813821808	1	18-48-4
12	1960397989	1280955914	1	18-43-6
12	1941211324	3174106451	1	1-34-4
12	1941211324	1457557435	10	15-1-2
12	1941211324	3364100632	16	12-3-2
12	1941211324	3471817607	10	12-18-2
12	1941211324	2135582354	1	19-26-1
12	1941211324	1266044549	1	11-22-6
12	1941211324	2679172651	1	46-3-1
12	2483856827	1002534915	1	55-7-1
12	2483856827	3371830912	1	15-7-5
12	2483856827	3205458761	1	15-38-5
12	3338489564	921105436	3	11-15-2
12	2985983562	3987981658	1	55-22-1
12	3809187117	1065354066	1	16-56-1
12	3809187117	2436959420	2	58-8-1
12	3809187117	1001801555	2	46-3-4
12	687026160	2080998501	1	17-50-7
12	687026160	126155157	1	16-60-3
12	687026160	3918174393	1	15-60-5
12	687026160	3709031445	1	14-39-5
12	687026160	2436959420	1	58-8-1
12	687026160	2209334413	1	19-26-1
12	687026160	106825660	1	15-27-3
12	687026160	3789957819	1	15-33-2
12	1609834342	1802899829	2	19-24-2
12	1609834342	1337941131	1	12-14-5
12	1609834342	3735091471	1	12-6-3
12	1609834342	1202301109	1	11-4-3
12	1609834342	394204801	1	19-14-3
12	2791615460	558039600	2	15-48-6
12	2791615460	383324275	1	15-48-7
12	2791615460	1962185344	1	14-41-9
12	2791615460	1738286086	1	47-7-3
12	3247475397	935579895	4	13-16-3
12	3063396947	4254623706	2	13-64-4
12	3063396947	4057135972	2	12-11-3
12	3063396947	2068106952	2	12-9-5
12	3357984494	2232632074	1	55-29-1
12	3357984494	168552541	1	54-6-2
12	3357984494	2097993931	1	46-11-1
12	3357984494	3987981658	1	55-22-1
12	3357984494	2373209279	1	54-25-2
12	3357984494	1668951443	1	59-49-2
12	3357984494	2316929190	1	55-28-2
12	3357984494	319871260	1	56-32-2
12	798944233	1752000460	20	13-13-3
12	3206674040	346009130	1	11-2-4
12	3206674040	1670946492	1	14-4-2
12	837295793	3051069002	2	12-34-2
12	837295793	3119024913	5	22-19-2
12	837295793	1899235867	1	11-2-3
12	837295793	3896335265	1	11-10-6
12	3633036164	685219873	1	11-32-1
12	3633036164	2517877695	1	54-8-2
12	2945223442	358141727	1	11-30-9
12	2788869945	1986216663	1	16-5-2
12	1099098686	3679237590	1	11-19-2
12	3886078412	2097993931	1	46-11-1
12	2125039734	3529345849	1	14-57-3
12	2125039734	2512399096	1	15-39-4
12	2125039734	3904364221	1	48-1-4
12	2125039734	3243880409	1	14-53-5
12	162445536	290679879	1	22-29-2
12	162445536	2402810340	1	19-28-3
12	2546609475	592683738	1	18-51-3
12	2042907759	3467082044	1	57-3-1
12	2042907759	195346267	1	15-5-3
12	1483757866	2423099218	1	59-43-2
12	3771538901	3599563736	1	15-44-6
12	3771538901	3221044758	1	46-16-7
12	247692537	2399109427	1	47-11-4
12	4273727629	537094532	7	13-14-6
12	2310854683	1571399993	2	20-25-1
12	3917173246	1993558814	1	59-41-2
12	3917173246	140654499	1	59-49-1
12	3917173246	2259410794	1	54-23-1
12	1625259310	1747925850	1	13-33-2
12	280332705	4189917092	1	14-28-1
12	1739766071	2158512326	10	1-30-2
12	1739766071	848054975	20	12-2-2
12	1739766071	1918004570	2	47-16-2
12	1739766071	2742513214	2	48-15-5
12	1739766071	911195296	2	47-13-3
12	1739766071	3219886192	1	46-9-5
12	400051640	1631164616	1	56-12-1
12	2271694889	4229813940	1	1-52-2
12	2271694889	1695844110	1	54-29-1
12	2271694889	2232632074	1	55-29-1
12	2271694889	971819329	1	55-16-2
12	2727447512	1695844110	1	54-29-1
12	3583425358	332484962	1	18-13-6
12	2396068866	299902618	2	12-58-5
12	2396068866	169364793	2	10-34-3
12	1285548788	120109611	1	17-7-1
12	1274162925	2193673886	3	11-20-6
12	1274162925	1599992554	3	12-18-1
12	1022697083	2767471614	1	59-15-5
12	2890531818	2097993931	1	46-11-1
12	3679269756	2452203380	1	21-25-2
12	3559964092	2023849313	2	13-24-6
12	3559964092	2015863435	1	19-8-1
12	3559964092	3987981658	1	55-22-1
12	579070755	971819329	1	55-16-2
12	1434770357	3149711754	1	17-55-1
12	3420474902	2034248711	1	14-8-3
12	3169287808	1670139988	1	18-42-4
12	3169287808	2642204014	1	18-48-4
12	1391009708	3160886348	1	17-36-6
12	1391009708	2970696097	4	13-28-3
12	1391009708	3393517414	1	12-26-2
12	636366650	2053237283	1	45-4-2
12	636366650	3119024913	6	22-19-2
12	636366650	3920705526	1	14-40-3
12	636366650	2662729568	1	14-50-4
12	636366650	1519639748	1	47-7-1
12	636366650	2730432233	1	47-13-3
12	3041997483	2595550668	1	53-11-1
12	3041997483	4201872425	1	53-9-2
12	1007855190	1279113935	1	1-52-2
12	3260416573	1061980284	4	17-51-5
12	3260416573	2996709956	4	12-4-3
12	3260416573	3213044366	3	12-4-1
12	998203983	1481703011	1	14-39-3
12	1259706048	322534496	1	55-2-1
12	1259706048	636740583	1	15-57-3
12	2770073580	2765273364	1	19-32-3
12	1282953945	2581621814	1	16-43-4
12	3580953443	2581621814	1	16-43-4
12	3580953443	1317011517	1	16-57-4
12	621385495	3621955693	1	54-7-2
12	621385495	253792797	1	13-26-5
12	3406296635	3217043390	1	14-62-1
12	3406296635	2996437724	1	14-61-6
12	577000206	482545360	1	12-18-5
12	577000206	63744268	1	18-49-3
12	577000206	1975088809	1	14-24-6
12	1432576920	1302409448	1	15-2-9
12	1432576920	1531092826	1	14-49-7
12	1432576920	835093376	1	21-25-2
12	1432576920	917194649	1	15-42-6
12	3154167469	1875409503	1	53-15-1
12	3429511714	2930921742	1	15-62-8
12	3429511714	403179116	1	15-11-1
12	3144483508	3181478446	4	11-22-5
12	3144483508	1433986899	3	17-49-3
12	735190821	418364993	1	16-64-5
12	4111025769	2731129510	8	48-5-4
12	2181986047	1859665266	1	16-52-2
12	2181986047	1317011517	1	16-57-4
12	2181986047	1279113935	1	1-52-2
12	1004570348	982949451	1	47-15-1
12	1004570348	3619278770	1	12-35-2
12	1004570348	1156150122	1	11-43-3
12	1004570348	2454064186	1	22-14-2
12	453453637	18411686	2	15-38-5
12	453453637	2581621814	2	16-43-4
12	453453637	1859665266	2	16-52-2
12	453453637	434048484	1	15-41-4
12	453453637	1317011517	1	16-57-4
12	453453637	2454491671	1	16-62-2
12	1811945427	906848557	1	14-39-7
12	1811945427	515033597	1	46-2-3
12	1811945427	2009271347	2	15-49-1
12	1811945427	12860581	1	15-39-1
12	1811945427	2580376863	1	15-39-2
12	1811945427	2364633372	1	47-16-4
12	1811945427	764734546	2	47-6-2
12	1811945427	2137327413	1	55-32-1
12	476767068	244658571	1	1-30-6
12	4224896603	1918004570	1	47-16-2
12	4224896603	3219886192	1	46-9-5
12	2362834637	476454042	1	52-16-3
12	2362834637	2422529702	1	12-17-6
12	2362834637	3916006593	1	18-56-6
12	2362834637	160382003	1	18-63-4
12	2362834637	345679144	1	13-4-4
12	2362834637	957896901	3	13-19-2
12	2362834637	1435123393	1	15-16-8
12	2362834637	4158978559	1	11-58-4
12	2362834637	3203234107	1	15-19-5
12	2601863102	2569391312	3	16-55-7
12	2601863102	3348588080	3	18-55-5
12	1964713618	1693801125	2	22-16-2
12	91345437	3683872109	2	16-15-2
12	91345437	1450588908	2	16-11-2
12	91345437	4096502846	1	16-23-6
12	91345437	1262354675	1	16-7-1
12	91345437	3813821808	1	18-48-4
12	91345437	349764030	1	18-42-3
12	91345437	1280955914	1	18-43-6
12	3804888858	563524183	1	16-48-4
12	3804888858	1934887132	1	18-60-5
12	3804888858	297633182	1	16-19-3
12	3804888858	1723512072	1	16-58-4
12	3804888858	1936897090	2	18-53-2
12	3804888858	3933988344	1	18-53-2
12	3804888858	230934783	1	18-56-4
12	2513358732	2581621814	1	16-43-4
12	2513358732	405336804	1	14-54-2
12	691094983	3251661265	2	20-17-2
12	691094983	2103567866	1	19-30-2
12	1580627281	1518938196	4	14-41-7
12	3226657010	563529835	1	52-22-4
12	3226657010	879816992	1	19-12-1
12	3226657010	2121613336	1	14-46-1
12	3226657010	1849656671	1	14-35-4
12	3226657010	2454491671	1	16-62-2
12	3226657010	2240555876	1	16-58-1
12	3226657010	334654003	1	11-24-3
12	3226657010	3777755187	1	14-64-4
12	3226657010	3281685886	1	14-36-4
12	3226657010	3789957819	1	15-33-2
12	3226657010	4177337338	1	15-45-2
12	3226657010	2548346994	1	14-47-4
12	3226657010	3810854940	1	19-4-1
12	3075854436	1891346837	1	14-38-3
12	3075854436	2077117396	1	22-29-1
12	777814494	2398583366	3	17-60-4
12	777814494	2308619871	3	55-6-1
12	777814494	1737809779	3	58-36-1
12	777814494	312551470	1	45-6-3
12	777814494	2343074196	1	13-59-2
12	777814494	644220050	1	22-3-2
12	777814494	3699518355	4	14-28-4
12	777814494	3842435061	4	1-28-4
12	777814494	139286020	6	13-13-4
12	777814494	1691771380	1	18-13-4
12	3387206873	634210218	1	18-41-3
12	3387206873	233871635	1	18-63-4
12	3387206873	1430447947	1	18-53-3
12	1499181384	3370153693	1	12-63-5
12	1499181384	451381941	1	14-19-9
12	1499181384	3904364221	1	48-1-4
12	3202587727	3589664710	1	12-17-4
12	3202587727	1039882834	1	55-7-3
12	3202587727	908561043	1	18-11-4
12	3726906794	305466118	4	1-32-3
12	1920393867	2121613336	1	14-46-1
12	1920393867	4147565797	1	15-25-5
12	1920393867	2548346994	1	14-47-4
12	1920393867	3773006052	1	14-55-4
12	1920393867	2045432158	1	14-51-3
12	1920393867	2730432233	1	47-13-3
12	1920393867	3585615487	1	48-13-3
12	1920393867	1286698949	1	14-62-3
12	2837652796	3621798958	1	16-13-4
12	2837652796	2402810340	1	19-28-3
12	2837652796	1001801555	1	46-3-4
12	808088710	896207802	1	15-60-1
12	1194148880	1500851321	2	19-28-1
12	3645493683	1693801125	2	22-16-2
12	2924405029	2867546288	1	14-56-2
12	3506412952	168552541	1	54-6-2
12	3506412952	2097993931	1	46-11-1
12	3506412952	3987981658	1	55-22-1
12	2818092302	3594987314	1	59-47-1
12	2818092302	1773533547	1	15-27-5
12	2818092302	515033597	1	46-2-3
12	2818092302	1197653734	1	16-15-5
12	2818092302	1074756351	1	16-59-2
12	2818092302	923290217	1	18-64-4
12	2818092302	71158434	1	16-21-2
12	2818092302	1694122823	1	16-45-7
12	2818092302	345028552	1	16-59-3
12	2818092302	746235094	1	11-49-2
12	2818092302	1534956608	1	11-30-9
12	2818092302	3484094042	1	23-45-6
12	3951014705	21404795	1	18-20-6
12	3865228283	515033597	1	46-2-3
12	3865228283	4026199596	1	16-52-4
12	141349591	2781026074	1	11-19-1
12	3775887330	249655687	2	1-32-3
12	3775887330	3773973774	1	18-19-6
12	3775887330	1978973968	2	14-41-4
12	3775887330	2454491671	2	16-62-2
12	3775887330	66894836	1	12-37-7
12	3775887330	495603372	1	12-63-4
12	3775887330	2391932694	2	21-23-4
12	3775887330	1050095603	1	18-33-7
12	3775887330	305466118	2	1-32-3
12	3775887330	3328122599	1	18-19-5
12	3775887330	568800224	1	18-29-2
12	251729614	2009271347	1	15-49-1
12	251729614	12860581	1	15-39-1
12	251729614	2580376863	1	15-39-2
12	251729614	2160279009	1	16-50-4
12	251729614	1578656941	1	15-60-4
12	251729614	2436959420	3	58-8-1
12	251729614	2940661018	1	45-6-5
12	251729614	3904364221	3	48-1-4
12	2680032095	2517877695	2	54-8-2
12	3904453577	2271858529	1	1-34-5
12	3904453577	4033806327	1	18-32-3
12	2290004524	3315873586	1	1-44-5
12	2290004524	375047323	1	14-24-3
12	2290004524	2285785400	1	14-2-4
12	1718670080	2150306019	1	18-37-5
12	2400417333	418364993	1	16-64-5
12	293069718	4017496870	1	21-23-1
12	293069718	1988063900	2	21-21-2
12	293069718	24658442	2	21-19-2
12	293069718	527062874	1	19-26-2
12	370812815	2343074196	4	13-59-2
12	370812815	1717401369	4	59-47-3
12	370812815	2313368172	2	54-28-3
12	370812815	682685900	10	54-14-1
12	370812815	4025198347	2	11-34-4
12	370812815	2475731173	2	16-53-1
12	370812815	1992071788	10	22-20-2
12	370812815	2807120002	10	11-28-2
12	370812815	1365633645	10	58-24-1
12	370812815	3173561047	1	19-27-5
12	370812815	870406686	1	18-2-6
12	370812815	3964834876	4	13-22-5
12	370812815	611100185	10	13-6-4
12	370812815	2025855654	10	16-5-5
12	370812815	2530114442	20	13-4-4
12	370812815	2413120203	5	16-5-2
12	370812815	3777950513	5	13-6-6
12	370812815	2519319463	1	16-5-7
12	370812815	1552992165	2	11-34-6
12	2258975262	1992551194	4	21-23-1
12	2258975262	449426100	3	21-1-3
12	2258975262	160053041	3	11-8-5
12	2258975262	2044773310	3	12-20-4
12	2258975262	3915374127	3	12-19-3
12	3562328441	2029688435	1	19-4-3
12	3562328441	268281573	1	54-24-1
12	3562328441	402823233	1	58-5-1
12	3562328441	2641399704	1	56-26-1
12	979021909	1224351348	1	55-19-2
12	1297973443	3413767958	2	57-24-2
12	1297973443	3528097017	1	59-33-4
12	1297973443	3202489061	1	58-29-2
12	1297973443	1532941613	2	13-25-3
12	1297973443	951095998	1	13-39-4
12	1297973443	2615054049	1	59-15-3
12	1297973443	3248008042	1	11-43-5
12	1297973443	2219721043	1	11-29-1
12	2740183535	2581621814	1	16-43-4
12	2740183535	126155157	1	16-60-3
12	2740183535	2454491671	1	16-62-2
12	1027044428	2029688435	1	19-4-3
12	1027044428	2641399704	1	56-26-1
12	1027044428	405336804	1	14-54-2
12	1027044428	1865400946	1	14-58-5
12	2911398365	2368881293	1	15-34-4
12	3666827595	2343074196	2	13-59-2
12	3666827595	2221679524	3	59-15-4
12	3666827595	3277088478	2	11-45-2
12	3666827595	3218028124	1	11-13-4
12	3666827595	3097686597	1	59-47-2
12	3666827595	1611969649	1	10-48-5
12	3125334190	46024255	1	13-62-2
12	3444564024	909025627	2	18-3-5
12	3444564024	3313628400	2	19-19-1
12	3444564024	4052522937	2	18-4-4
12	3444564024	1814989538	4	17-34-5
12	1413919106	803186602	2	14-55-5
12	1413919106	3890320783	1	15-47-4
12	3173323959	270296109	1	13-23-4
12	3173323959	1989661523	2	21-27-2
12	3173323959	4261153567	1	20-20-3
12	3173323959	3380772766	4	12-2-3
12	606881037	2517877695	1	54-8-2
12	1395357083	1185833572	1	14-59-4
12	1395357083	4026199596	1	16-52-4
12	1395357083	748198708	1	14-62-1
12	1395357083	1537190818	1	14-57-1
12	1395357083	66298390	1	14-64-2
12	1395357083	2237531774	1	15-35-2
12	1395357083	475486148	1	15-51-2
12	3281283082	3599563736	1	15-44-6
12	3281283082	563719093	1	15-49-5
12	3281283082	674228126	1	21-7-2
12	3281283082	2306260499	1	15-53-5
12	3281283082	1207388325	1	14-37-3
12	3281283082	2512399096	2	15-39-4
12	1255668983	3920075152	1	16-59-8
12	1255668983	4135957416	2	21-28-2
12	1255668983	1759585803	2	20-12-3
12	1255668983	1918004570	1	47-16-2
